paper,material,property_name,property_value,property_unit,definition
Paper_9,YBa2Cu3O7,measuring temperature,90,K,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ Upper critical field 8,& plotted versus temperature for an epitaxial, c-axis-oriented YBa2Cu307 q film. The lines are linear fits to the data points for T& 90 K and T(90 K, re- spectively."
Paper_9,YBa2Cu3O7 and Bi2Sr2CaCu2O8,measuring temperature,79.8,K,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ It was observed that the crossing point is sharp only for applied fields smaller than about 5 T. For higher fields the crossing point is smeared out as shown by Fig. For H(5 T we obtain T *=79.8 K and U&(T"")=4.1X1 0' J/m."
Paper_9,Bi2Sr2CaCu2O8+,measuring temperature,20.2,K,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ Here, the quasi-2D nature of the material re- sults in a very low glass temperature. For example, from experiments on Bi2Sr2CaCu208+„single crystals a glass temperature Ts =20.2 K was obtained by Safar et al. '"
Paper_11,LaRu2P2,coherence length at 0 K for poly crystal,54,nm,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the The coherence length ξ can be estimated using Hc2(0) = φ0/(2πξ 2), where φ0 is the ﬂux quantum φ0 = 2.07 × 10−7 G cm−2. The value of coherence length is about 54 nm at zero temperature."
Paper_11,LaRu2P2,penetration depth at 0 K for poly crystal,80,nm,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the We evaluated the penetration depth λ(0) using the expression [18] Hc1 = (φ0/4πλ2)(ln κ+0.5), where κ = λ/ξ is the Ginzburg– Landau parameter. The value of λ(0) is about 80 nm and κ(0) is about 1.48."
Paper_9,YBa2Cu3O7,penetration depth at 0 K for poly crystal,1170,A,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ 8(b) the H, versus T dependence determined by the fitting process is shown. The fit to the BCS result yields H, ( T =0)= 1.24 T and T,(H =0)=93.9 K. Using the relations v 2H, =ir@o/(2m', &) an, d H,z(T)=~2lrH, (T) we obtain A,,b(0) = 1170 A and dH, 2ldT =—2.3 T/K at T,."
Paper_1,Ru7B3,resistivity at normal-T for single crystal for J//ab-plane,97,mΩ cm,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Transition width can be deﬁned as the temper- ature interval between 10 and 90% of the transition and is estimated to be approximately 0.1 K. The sharp super- conducting transition indicates the high purity of the sample. The room-temperature resistivity (300 K) is approximately 97 m cm and the residual resistivity just above Tc, (res), is 26 m cm for J k ½100, and (300 K) = 55 m cm, and (res) = 14 m cm for J k ½001."
Paper_11,LaRu2P2,resistivity at normal-T for single crystal for J//ab-plane,110,μΩ cm,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Figure 1 shows the temperature dependence of the resistivity for the current ﬂowing in the ab plane of LaRu2P2. The value of ρab at 300 K is about 110 μ cm and the residual resistivity is about 8.9 μ cm, which leads to the residual resistivity ratio (RRR) = ρab(300 K)/ρab(4 K) of approximately 12.4."
Paper_14,YBa2Cu3O6.92,resistivity at normal-T for single crystal for J//ab-plane,30,mΩ cm,"Anisotropic Hall mobility in slightly overdoped YBa2Cu3O6.92 from magnetoresistance and Hall-coefﬁcient measurements I. Terasaki, Y. Sato, and S. Tajima Superconductivity Research Laboratory, International Superconductivity Technology Center, 1-10-13 Shinonome, Koto-ku, Tokyo 135, Japan Samples were cut from an as-grown crystal with a typical dimension of 43432 mm 3, and were annealed in oxygen ﬂow at 400 °C for 10 days. They are slightly overdoped with Tc of 90 K and low rab of 30 mV cm at 100 K. Magnetoresistance was measured in sweeping magnetic ﬁeld (H) up to 8 T with current (I) par- allel to the ab plane, by employing an ac-bridge-type nano- ohmmeter ~Linear-Research LR201!"
Paper_8,Re24Ti5,resistivity at normal-T for single crystal for J//ab-plane,214.8,µΩ cm,"Superconductor Science and Technology PAPER Electrical resistivity as a function of temperature for Re24Ti5. Inset: a plot of ρ versus T2, showing a linear relation between 6.5 and 14 K. yielding ρo = 214.8 µ cm and A = 0.022 µ cm K−2."
Paper_2,β-IrSn4,raw materials,5,J,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the for µ0H ∥ c-axis, our data should reﬂect the ﬁeld dependence of the superconducting gap along one direction only, thus contradict the anisotropic model of the superconducting gap. To unravel the strong ﬁeld dependence of Cp(H)/T in β-IrSn4, we propose to consider Cp(H)/T in two ﬁeld ranges: below 2.5 mT, where Cp(H)/T is independent of magnetic ﬁelds, 5 J."
Paper_3,H2,raw materials,200,sccm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, Subsequently, the Cu/Mo bilayer substrates were heated above 1,085 ◦C in a horizontal tube furnace (Lindberg Blue M, TF55030C) under H2 (200 sccm). A small amount of CH4 (0.35 sccm) was then introduced into the reaction tube at ambient pressure to initiate the growth of 2D α-Mo2C crystals."
Paper_3,CH4,raw materials,0.35,sccm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, Subsequently, the Cu/Mo bilayer substrates were heated above 1,085 ◦C in a horizontal tube furnace (Lindberg Blue M, TF55030C) under H2 (200 sccm). A small amount of CH4 (0.35 sccm) was then introduced into the reaction tube at ambient pressure to initiate the growth of 2D α-Mo2C crystals."
Paper_3,SiO2/Si,raw materials,290,nm (thickness),"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, The ultrathin α-Mo2C crystals used here were 10–20 µm in lateral size. Individual samples on 290-nm-thick SiO2/Si substrates were first located using a scanning electron microscope, then electrodes consisting of Ti/Au (5/90 nm) were formed directly on the top surface by electron-beam lithography, followed by electron-beam evaporation."
Paper_3,Ti,raw materials,5,nm (thickness),"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, The ultrathin α-Mo2C crystals used here were 10–20 µm in lateral size. Individual samples on 290-nm-thick SiO2/Si substrates were first located using a scanning electron microscope, then electrodes consisting of Ti/Au (5/90 nm) were formed directly on the top surface by electron-beam lithography, followed by electron-beam evaporation."
Paper_3,Au,raw materials,90,nm (thickness),"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, The ultrathin α-Mo2C crystals used here were 10–20 µm in lateral size. Individual samples on 290-nm-thick SiO2/Si substrates were first located using a scanning electron microscope, then electrodes consisting of Ti/Au (5/90 nm) were formed directly on the top surface by electron-beam lithography, followed by electron-beam evaporation."
Paper_4,Si,raw materials,99.9999,%,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Experimental method metal silicides and germanides are interesting because some of their compounds display various interesting Polycrystalline specimens of HfMSi (M5Pt, Pd) were prepared by arc-melting and subsequent heat treatment. A stoichiometric composition of Hf (99.9%), Si (99.9999%), E-mail address: ynaga@ee.aoyama.ac.jp (Y. Nagata) and Pt (99.99%) or Pd (99.9%) was melted in an arc- 0925-8388/00/$ – see front matter 2000 Published by Elsevier Science S.A. All rights reserved."
Paper_4,Pd,raw materials,99.9,%,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Experimental method metal silicides and germanides are interesting because some of their compounds display various interesting Polycrystalline specimens of HfMSi (M5Pt, Pd) were prepared by arc-melting and subsequent heat treatment. A stoichiometric composition of Hf (99.9%), Si (99.9999%), E-mail address: ynaga@ee.aoyama.ac.jp (Y. Nagata) and Pt (99.99%) or Pd (99.9%) was melted in an arc- 0925-8388/00/$ – see front matter 2000 Published by Elsevier Science S.A. All rights reserved."
Paper_5,La2-xSrxCuO4,*method of analysis for structure,1.54060,A,"PHYSICAL REVIEW B VOLUME 52, NUMBER 9 1 SEPTEMBER 1995-I Oxygen isotope effect on the effective mass of carriers from magnetic measurements How- ever, this is not consistent with our XRD results, which do not show any evidence of a second phase (e.g., Lai 67S1Q 33Cu205) in either the ' 0 or the ' 0 samples. In our XRD patterns (the wavelength of x ray is 1.540 60 A), the weak peak at 28=36.277 ' for La@ „Sr„Cu04 (3%%uo of the most intense peak) can be clearly identified, -0.4— -0.6- -0.8 5 0 CI o oo &Ho 0 e EI 8 8 oooo@6 10 I I 15 20 Temperature (K) 25 30 FIG."
Paper_1,Ru7B3,tc measurement method,2.95,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The lower critical ﬁeld Hc1ð0Þ at zero temper- ature is discussed in §3.5. 3.3 Electrical resistivity Figure 4 shows electrical resistivity as a function of temperature between 2.0 and 300 K. The onset and zero- resistivity temperatures were observed to be 2.95 and 2.8 K, respectively."
Paper_11,LaRu2P2,tc measurement method,3.7,K,Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the The value of the residual resistivity is much smaller than that in 122 iron-based superconductors. The critical temperature determined from the midpoint of the resistive transition is 3.7 K. The 10–90% width in zero ﬁeld is 0.1 K as shown in the upper inset of ﬁgure 1.
Paper_2,β-IrSn4,tc measurement method,0.85,K,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the The solid line presents the exponential function given by the BCS theory Cel(T) = AγnTc exp(−10/kBT), with A = 12.8 and 10/kB = 1.51 K. The bulk nature of superconductivity in β-IrSn4 is evidenced by a clear peak in the Cp(T)/T dependence. The critical temperature Tc = 0.85 K, taken as the middle point of the 1Cp(T)/T jump, agrees fairly with that deduced from the resistivity."
Paper_3,Mo2C,tc measurement method,2.85,K,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, NATURE MATERIALS | VOL 14 | NOVEMBER 2015 | www.nature.com/naturematerials 1139 © 2015 Macmillan Publishers Limited. All rights reserved ARTICLES NATURE MATERIALS DOI: 10.1038/NMAT4374 the BKT model as given in equation (1), yielding TBKT ≈2.85 K, which is in good agreement with the value extracted from the nonlinear V(I) characteristics."
Paper_9,"YBa2Cu3O7, Bi2Sr2CaCu2O8",tc measurement method,830,'C,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ The growth rate was about 30 A/min. The temperature at the substrate surface was 830'C as measured by a ther- moelement."
Paper_10,"(Sr, M)14Cu24O41",maximum pressure applied,10,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava Department of Chemistry and Materials Institute, Princeton University, Princeton, New Jersey 08540 Catherine Chaillout and Ce´line Darie Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Michael Hanﬂand European Synchrotron Radiation Facility, Boıˆte Postale 220, 38043 Grenoble, France Massimo Marezio MASPEC-CNR, via Chiavari 18/A, 43100 Parma, Italy Hidenori Takagi Institute for Solid State Physics, University of Tokyo, Roppongi Minato-ku, Tokyo 106, Japan ~Received 19 October 1998! The evolution of the cell parameters as a function of pressure of ﬁve samples of the spin-ladder compounds (Sr, M)14Cu24O41, with M5Ca, Ba, Nd has been investigated up to '10 GPa by high-pressure synchrotron x-ray diffraction on the ID9 beam line of the ESRF."
Paper_10,"(Sr1−2x,Mx)Cu2O41",maximum pressure applied,10,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava Since the superconducting properties of the (Sr142x ,Cax)Cu24O41 compound appear only at high pressure and for speciﬁc cal- cium concentrations, it is of the highest relevance to investi- gate the evolution of the structure with pressure and compo- sition. Therefore, we have carried out a high-pressure synchrotron-diffraction experiment at room temperature in the 0–10 GPa range for a set of (Sr142x ,M x)Cu24O41 samples with M5Ca, Ba, Nd, and x between 0 and 13.6 in order to investigate the combined effects of applied pressure, and modiﬁcation of the average ionic size and/or valence of the ~Sr, M!"
Paper_10,"Sr, M…14Cu24O41",maximum pressure applied,0.1,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava PRB 59 12 049 HIGH-PRESSURE SYNCHROTRON-DIFFRACTION STUDY . at '0.1 GPa."
Paper_10,Sr14Cu24O41,maximum pressure applied,10,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava and volume ~Å3! up to '10 GPa for the ﬁve samples investigated."
Paper_10,Sr8Ca6,maximum pressure applied,7.5,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava It is worth noting that, for this sample, the a parameter value is larger at 11 GPa than at room pressure. The pres- sure value at which the anomaly takes place seems to in- crease with increasing Ca content, going from '5 GPa for Sr14, to '7.5 GPa for Sr8Ca6, and to '8.5 GPa for SrCa13."
Paper_10,Sr8Ca6,maximum pressure applied,7.5,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava The pres- sure value at which the anomaly takes place seems to in- crease with increasing Ca content, going from '5 GPa for Sr14, to '7.5 GPa for Sr8Ca6, and to '8.5 GPa for SrCa13. For Sr10Ba4 and Sr8Nd6, the anomaly appears at '7.5 GPa."
Paper_10,SrCa13,maximum pressure applied,8.5,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava The pres- sure value at which the anomaly takes place seems to in- crease with increasing Ca content, going from '5 GPa for Sr14, to '7.5 GPa for Sr8Ca6, and to '8.5 GPa for SrCa13. For Sr10Ba4 and Sr8Nd6, the anomaly appears at '7.5 GPa."
Paper_10,Sr10Ba4,maximum pressure applied,7.5,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava The pres- sure value at which the anomaly takes place seems to in- crease with increasing Ca content, going from '5 GPa for Sr14, to '7.5 GPa for Sr8Ca6, and to '8.5 GPa for SrCa13. For Sr10Ba4 and Sr8Nd6, the anomaly appears at '7.5 GPa."
Paper_10,Sr8Nd6,maximum pressure applied,7.5,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava The pres- sure value at which the anomaly takes place seems to in- crease with increasing Ca content, going from '5 GPa for Sr14, to '7.5 GPa for Sr8Ca6, and to '8.5 GPa for SrCa13. For Sr10Ba4 and Sr8Nd6, the anomaly appears at '7.5 GPa."
Paper_12,PbBi2Te4,maximum pressure applied,21.7,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi The resistance decreased with increasing of the pressure, and pressure-induced superconducting transitions were discovered at 2.5 K under 10 GPa. The maximum superconducting transition temperature increased up to 8.4 K at 21.7 GPa."
Paper_12,SnBi2Se4,maximum pressure applied,63,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Experimentally, a single crystal of SnBi2Se4 exhibited an insulator-to-metal transition under 11 GPa [6], in a good agreement with the theoretical prediction. Moreover, a pressure-induced superconductivity was observed with maximum superconducting transition temperature (Tc) of 5.4 K under 63 GPa in accordance with our scenario."
Paper_12,PbBi2Te4,maximum pressure applied,10,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi By this screening, the number of candidate compounds was reduced to 45. Finally, we checked whether the band gap decreases (or even the metallic behavior appears) under pressure of 10 GPa, and screened out 27 pro- mising compounds."
Paper_12,PbBi2Te4,maximum pressure applied,13.3,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi The highest values of the power factor ~100 μWm−1 K−2 and ﬁgure of merit ~ 0.02 were obtained at 300 K. This tendency of high thermo- electric performance would be originated from the ﬂat band with the small band gap, which is equiva- lent to the electronic state in SnBi2Se4 under high pressure [6]. In situ resistivity measurement under high pressure Figure 6(a) shows a temperature dependence of resis- tance for PbBi2Te4 under various pressures from 1.0 GPa to 13.3 GPa."
Paper_12,SnBi2Se4,maximum pressure applied,20.2,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi A pressure-induced superconductivity with clear zero resistance was observed under 10 GPa. This critical pressure of the superconductivity is almost half of 20.2 GPa in SnBi2Se4."
Paper_12,PbBi2Te4,maximum pressure applied,50.8,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi The Tc of PbBi2Te4 suddenly jumped up with the application of further pressure as same as SnBi2Se4. A temperature dependence of resistance from 13.3 GPa to 50.8 GPa is shown in Figure 6(b)."
Paper_12,PbBi2Te4,maximum pressure applied,50.8,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi A temperature dependence of resistance from 13.3 GPa to 50.8 GPa is shown in Figure 6(b). The Tc onset was enhanced from 3.4 K under 13.3 GPa to 8.1 K under 18.0 GPa."
Paper_12,PbBi2Te4,maximum pressure applied,10.0,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Figure 9 shows a resistance-pressure phase dia- gram of PbBi2Te4 single crystal. After that, the ﬁrst superconducting phase was newly discovered under 10.0 GPa."
Paper_12,PbBi2Te4,maximum pressure applied,50.8,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi In a higher pressure region above 18.0 GPa, we observed a Tc jump from 3.4 K to 8.4 K. The Tc jump indicates a possibility of appearance of sec- ond superconducting phase. This superconduc- tivity survived up to at least 50.8 GPa."
Paper_12,ruby,maximum pressure applied,195,kbar,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi [22] Piermarini GJ, Block S, Barnett JD, et al. Calibration of the pressure dependence of the R1 ruby ﬂuorescence line to 195 kbar."
Paper_4,"HfMSi (M=Pt, Pd) and HfRh",maximum pressure applied,760,Torr,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The encapsulated mixture was heated to 7008C in an electric furnace. An inner argon gas pressure of 760 Torr was established at 7008C."
Paper_5,La2O3,maximum pressure applied,2,ton/cm,"PHYSICAL REVIEW B VOLUME 52, NUMBER 9 1 SEPTEMBER 1995-I Oxygen isotope effect on the effective mass of carriers from magnetic measurements The La203 was dried for 6 h at 900'C prior to weighing. The powders were mixed and ground thoroughly under isopropyl alcohol, and then were pressed into pellets of 6 mm diam with -2 ton/cm pressure."
Paper_6,Sr0.4Ca13.6Cu24O411d,maximum pressure applied,9,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto We studied structural and electrical properties under high pressure and low temperature for a S51/2 Heisen- berg two-leg ladder compound Sr0.4Ca13.6Cu24O411d. It showed a superconducting transition above 3 GPa with a maximum Tc of 13 K. The Sr0.4Ca13.6Cu24O411d phase survives at least up to 9 GPa and down to 7 K without decomposition or phase transition, indicating that it is responsible for the observed superconductivity."
Paper_6,Sr0.4Ca13.6Cu24O41.84,maximum pressure applied,3,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Though Sr14Cu241yO411d shows semiconducting behav- ior, resistivity decreases with Ca substitution for Sr.36–39 Re- cently, Uehara et al. succeeded in preparing a highly Ca- substituted phase Sr0.4Ca13.6Cu24O41.84 under high oxygen pressure and reported that it shows superconductivity with the maximum Tc of 12 K near 3 GPa.40 Their sensational report seems to prove the theoretical prediction on the spin- ladder system."
Paper_6,Sr0.4Ca13.6Cu24Oz,maximum pressure applied,52000,kg f/cm2,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto were mixed in an agate mortar and calcined at 950 °C for over 4 days in air with several intermediate grindings, to obtain a multiphase mixture having a net com- position of Sr0.4Ca13.6Cu24Oz . It was heated at 1200 °C for 24 h in Ar-based 20% O2 mixture gas at Ptotal 52000 kg f/cm2 using a hot-isostatic-press ~HIP!"
Paper_6,Sr0.4Ca13.6Cu24O41,maximum pressure applied,9.1,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The b axis changes in proportion to temperature between 200 and 300 K, and its shrinkage satu- rates below 100 K. It is noted that an anomalous change of the b axis was observed around 150 K, suggesting a singu- larity in the thermal lattice expansivity. The pressure was induced from 0.15 to 9.1 GPa, then released to 2.1 GPa."
