sentence,passage,doi
/ Journal of Alloys and Compounds 298 (2000) 51–58 53 Fig.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Superconductivity was not ob- Pd 4c 0.1426 1/4 0.5590 served down to 1.5 K. Although both specimens are Si 4c 0.7645 1/4 0.6312 single-phase according to the results of X-ray diffraction, a Space group, Pnma, orthorhombic; lattice parameters, a50.6570 nm, their residual resistivity is considerably large, suggesting b50.3874 nm, c50.7565 nm; structure type, Co Si; and density, 10.80 2 3 the existence of some impurities in the specimens. / Journal of Alloys and Compounds 298 (2000) 51–58 53 Fig.",Paper_4
The solid lines show the results of of HfPtSi and HfPdSi measured at 5 K. calculation.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh / Journal of Alloys and Compounds 298 (2000) 51–58 53 Fig. The solid lines show the results of of HfPtSi and HfPdSi measured at 5 K. calculation.",Paper_4
"The M(H) data show an almost linear ﬁeld dependence with negative slope, indicating diamagnetism 1 1 1 ]] ]] ]] 5 1 , (1) of the compounds.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The solid lines show the results of of HfPtSi and HfPdSi measured at 5 K. calculation. The M(H) data show an almost linear ﬁeld dependence with negative slope, indicating diamagnetism 1 1 1 ]] ]] ]] 5 1 , (1) of the compounds.",Paper_4
"4a,b show the temperature depen- r r(T) r (T) max rp dence of the molar magnetic susceptibility of HfPtSi and HfPdSi, respectively.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The M(H) data show an almost linear ﬁeld dependence with negative slope, indicating diamagnetism 1 1 1 ]] ]] ]] 5 1 , (1) of the compounds. 4a,b show the temperature depen- r r(T) r (T) max rp dence of the molar magnetic susceptibility of HfPtSi and HfPdSi, respectively.",Paper_4
Susceptibility was measured by where r (T) is the sum of the residual resistivity r and rp 0 applying a magnetic ﬁeld of 10 kOe.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 4a,b show the temperature depen- r r(T) r (T) max rp dence of the molar magnetic susceptibility of HfPtSi and HfPdSi, respectively. Susceptibility was measured by where r (T) is the sum of the residual resistivity r and rp 0 applying a magnetic ﬁeld of 10 kOe.",Paper_4
"[8] have used r (T) which is ph However, the susceptibility of both compounds increases based on the Debye model, the model has been modiﬁed considerably when the temperature decreases below 50 K. according to the Bose–Einstein statistics in this study.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Susceptibility was measured by where r (T) is the sum of the residual resistivity r and rp 0 applying a magnetic ﬁeld of 10 kOe. [8] have used r (T) which is ph However, the susceptibility of both compounds increases based on the Debye model, the model has been modiﬁed considerably when the temperature decreases below 50 K. according to the Bose–Einstein statistics in this study.",Paper_4
"When it is assumed simply that the phonon scattering of The x(T) of HfPtSi can be explained by the relation conduction electrons is due to a thermal phonon with a ﬂat x(T)5x 1C /(T2Q), where x , Q and C are the 0 mol 0 mol energy distribution between E and E , r (T) can be temperature-independent magnetic susceptibility, the para- 1 2 ph derived by assuming that r (T) satisﬁes the Bose–Eins- magnetic Curie temperature, and the Curie constant, ph tein statistics as respectively.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh [8] have used r (T) which is ph However, the susceptibility of both compounds increases based on the Debye model, the model has been modiﬁed considerably when the temperature decreases below 50 K. according to the Bose–Einstein statistics in this study. When it is assumed simply that the phonon scattering of The x(T) of HfPtSi can be explained by the relation conduction electrons is due to a thermal phonon with a ﬂat x(T)5x 1C /(T2Q), where x , Q and C are the 0 mol 0 mol energy distribution between E and E , r (T) can be temperature-independent magnetic susceptibility, the para- 1 2 ph derived by assuming that r (T) satisﬁes the Bose–Eins- magnetic Curie temperature, and the Curie constant, ph tein statistics as respectively.",Paper_4
The temperature-independent susceptibility 24 x was determined to be 21.33310 emu/mol by ﬁtting 0 r (T) 5 a[(E 2 E )/k ph 1 2 B the above equation to the data.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh When it is assumed simply that the phonon scattering of The x(T) of HfPtSi can be explained by the relation conduction electrons is due to a thermal phonon with a ﬂat x(T)5x 1C /(T2Q), where x , Q and C are the 0 mol 0 mol energy distribution between E and E , r (T) can be temperature-independent magnetic susceptibility, the para- 1 2 ph derived by assuming that r (T) satisﬁes the Bose–Eins- magnetic Curie temperature, and the Curie constant, ph tein statistics as respectively. The temperature-independent susceptibility 24 x was determined to be 21.33310 emu/mol by ﬁtting 0 r (T) 5 a[(E 2 E )/k ph 1 2 B the above equation to the data.",Paper_4
The x seems to be an 0 E /k T E /k T 2 B 1 B 1 T lnh(e 2 1)/(e 2 1)j] (2) intrinsic magnetic susceptibility of HfPtSi.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The temperature-independent susceptibility 24 x was determined to be 21.33310 emu/mol by ﬁtting 0 r (T) 5 a[(E 2 E )/k ph 1 2 B the above equation to the data. The x seems to be an 0 E /k T E /k T 2 B 1 B 1 T lnh(e 2 1)/(e 2 1)j] (2) intrinsic magnetic susceptibility of HfPtSi.",Paper_4
"Although it is difﬁcult to give an exact explanation of the diamagnetism where a and k are the ﬁtting coefﬁcient and the B of HfPtSi, a possible reason of the diamagnetism can be Boltzmann constant [10].","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The x seems to be an 0 E /k T E /k T 2 B 1 B 1 T lnh(e 2 1)/(e 2 1)j] (2) intrinsic magnetic susceptibility of HfPtSi. Although it is difﬁcult to give an exact explanation of the diamagnetism where a and k are the ﬁtting coefﬁcient and the B of HfPtSi, a possible reason of the diamagnetism can be Boltzmann constant [10].",Paper_4
"(2), and results of the ﬁtting are shown in Fig.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Although it is difﬁcult to give an exact explanation of the diamagnetism where a and k are the ﬁtting coefﬁcient and the B of HfPtSi, a possible reason of the diamagnetism can be Boltzmann constant [10]. (2), and results of the ﬁtting are shown in Fig.",Paper_4
netic susceptibility of metal is given by x 5x 1x 1x 0 c P L 2 by solid lines.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh (2), and results of the ﬁtting are shown in Fig. netic susceptibility of metal is given by x 5x 1x 1x 0 c P L 2 by solid lines.",Paper_4
"Phonon excitation energies of E 511.4 1 2 and x is given by x 52(m/m*) x /3, where x , x , x , meV and E 512.6 meV and E 515.0 meV and E 522.7 L L P c P L 2 1 2 m and m* are the core diamagnetism, Pauli paramagnet- meV were obtained by the ﬁtting for HfPtSi and HfPdSi, ism, Landau diamagnetism, electron mass, and effective respectively.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh netic susceptibility of metal is given by x 5x 1x 1x 0 c P L 2 by solid lines. Phonon excitation energies of E 511.4 1 2 and x is given by x 52(m/m*) x /3, where x , x , x , meV and E 512.6 meV and E 515.0 meV and E 522.7 L L P c P L 2 1 2 m and m* are the core diamagnetism, Pauli paramagnet- meV were obtained by the ﬁtting for HfPtSi and HfPdSi, ism, Landau diamagnetism, electron mass, and effective respectively.",Paper_4
"Since the difference between E and E is 1 2 electron mass, respectively [12].","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Phonon excitation energies of E 511.4 1 2 and x is given by x 52(m/m*) x /3, where x , x , x , meV and E 512.6 meV and E 515.0 meV and E 522.7 L L P c P L 2 1 2 m and m* are the core diamagnetism, Pauli paramagnet- meV were obtained by the ﬁtting for HfPtSi and HfPdSi, ism, Landau diamagnetism, electron mass, and effective respectively. Since the difference between E and E is 1 2 electron mass, respectively [12].",Paper_4
"Consequently, x is very small, thermal phonons with an energy of 12 meV 0 represented by (|140 K) to 19 meV (|220 K) may contribute to r (T) of ph HfPtSi and HfPdSi, respectively.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Since the difference between E and E is 1 2 electron mass, respectively [12]. Consequently, x is very small, thermal phonons with an energy of 12 meV 0 represented by (|140 K) to 19 meV (|220 K) may contribute to r (T) of ph HfPtSi and HfPdSi, respectively.",Paper_4
"In the study of LaPtSi, a 2 1 m Debye temperature Q of 250 K (|22 meV) has been ] ] F G x 5 x 1 1 2 S D x (3) D 0 c P 3 m* reported [11].","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Consequently, x is very small, thermal phonons with an energy of 12 meV 0 represented by (|140 K) to 19 meV (|220 K) may contribute to r (T) of ph HfPtSi and HfPdSi, respectively. In the study of LaPtSi, a 2 1 m Debye temperature Q of 250 K (|22 meV) has been ] ] F G x 5 x 1 1 2 S D x (3) D 0 c P 3 m* reported [11].",Paper_4
"Although the crystal structure of HfMSi where the Stoner enhancement factor has been assumed to (M5Pt, Pd) is slightly different from that of LaPtSi, the be 1.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh In the study of LaPtSi, a 2 1 m Debye temperature Q of 250 K (|22 meV) has been ] ] F G x 5 x 1 1 2 S D x (3) D 0 c P 3 m* reported [11]. Although the crystal structure of HfMSi where the Stoner enhancement factor has been assumed to (M5Pt, Pd) is slightly different from that of LaPtSi, the be 1.",Paper_4
The core diamagnetic susceptibility x is determined phonon excitation energy of HfMSi seems reasonable in c 25 comparison with the Q of LaPtSi.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Although the crystal structure of HfMSi where the Stoner enhancement factor has been assumed to (M5Pt, Pd) is slightly different from that of LaPtSi, the be 1. The core diamagnetic susceptibility x is determined phonon excitation energy of HfMSi seems reasonable in c 25 comparison with the Q of LaPtSi.",Paper_4
"to be 25.7310 emu/mol by assuming the valences of D Hf, Pt, and Si as 4, 2 and 4, respectively.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The core diamagnetic susceptibility x is determined phonon excitation energy of HfMSi seems reasonable in c 25 comparison with the Q of LaPtSi. to be 25.7310 emu/mol by assuming the valences of D Hf, Pt, and Si as 4, 2 and 4, respectively.",Paper_4
By subtracting xc 3.1.3.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh to be 25.7310 emu/mol by assuming the valences of D Hf, Pt, and Si as 4, 2 and 4, respectively. By subtracting xc 3.1.3.",Paper_4
"Magnetic properties of HfMSi (M5Pt, Pd) from x , the resultant x 2x is determined to be 27.63 0 0 c 25 Fig.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh By subtracting xc 3.1.3. Magnetic properties of HfMSi (M5Pt, Pd) from x , the resultant x 2x is determined to be 27.63 0 0 c 25 Fig.",Paper_4
3 shows the magnetic ﬁeld dependence of the 10 emu/mol.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Magnetic properties of HfMSi (M5Pt, Pd) from x , the resultant x 2x is determined to be 27.63 0 0 c 25 Fig. 3 shows the magnetic ﬁeld dependence of the 10 emu/mol.",Paper_4
"Since the Pauli paramagnetic susceptibility ] Œ magnetization measured at 5 K for specimens of HfPtSi x has a positive value, the relation m* , m 3 must be P 54 S. Yashiro et al.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 3 shows the magnetic ﬁeld dependence of the 10 emu/mol. Since the Pauli paramagnetic susceptibility ] Œ magnetization measured at 5 K for specimens of HfPtSi x has a positive value, the relation m* , m 3 must be P 54 S. Yashiro et al.",Paper_4
"/ Journal of Alloys and Compounds 298 (2000) 51–58 Q, the temperature-dependent susceptibility x could be r attributed to a paramagnetic impurity in the specimen.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Since the Pauli paramagnetic susceptibility ] Œ magnetization measured at 5 K for specimens of HfPtSi x has a positive value, the relation m* , m 3 must be P 54 S. Yashiro et al. / Journal of Alloys and Compounds 298 (2000) 51–58 Q, the temperature-dependent susceptibility x could be r attributed to a paramagnetic impurity in the specimen.",Paper_4
4b) resembles that of HfPtSi at low temperatures.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh / Journal of Alloys and Compounds 298 (2000) 51–58 Q, the temperature-dependent susceptibility x could be r attributed to a paramagnetic impurity in the specimen. 4b) resembles that of HfPtSi at low temperatures.",Paper_4
"However, x(T) shows a peculiar behavior at temperatures above 50 K and tends to increase monotonically as the temperature increases.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 4b) resembles that of HfPtSi at low temperatures. However, x(T) shows a peculiar behavior at temperatures above 50 K and tends to increase monotonically as the temperature increases.",Paper_4
The x(T) data at temperatures below 50 K was ﬁtted by the same relation x(T)5x 1C /(T2Q) as that used for 0 mol 25 HfPtSi and x 525.1310 emu/mol was obtained.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh However, x(T) shows a peculiar behavior at temperatures above 50 K and tends to increase monotonically as the temperature increases. The x(T) data at temperatures below 50 K was ﬁtted by the same relation x(T)5x 1C /(T2Q) as that used for 0 mol 25 HfPtSi and x 525.1310 emu/mol was obtained.",Paper_4
"The 0 core susceptibility x of HfPdSi is estimated as 24.23 c 25 10 emu/mol assuming the valences of Hf, Pd, and Si as 4, 2, and 4, respectively.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The x(T) data at temperatures below 50 K was ﬁtted by the same relation x(T)5x 1C /(T2Q) as that used for 0 mol 25 HfPtSi and x 525.1310 emu/mol was obtained. The 0 core susceptibility x of HfPdSi is estimated as 24.23 c 25 10 emu/mol assuming the valences of Hf, Pd, and Si as 4, 2, and 4, respectively.",Paper_4
"Subsequently, x 2x is de- 0 c 25 termined to be 20.9310 emu/mol.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The 0 core susceptibility x of HfPdSi is estimated as 24.23 c 25 10 emu/mol assuming the valences of Hf, Pd, and Si as 4, 2, and 4, respectively. Subsequently, x 2x is de- 0 c 25 termined to be 20.9310 emu/mol.",Paper_4
The x 2x is 0 c attributed to the contribution of x and x .,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Subsequently, x 2x is de- 0 c 25 termined to be 20.9310 emu/mol. The x 2x is 0 c attributed to the contribution of x and x .",Paper_4
"On the other hand, the residual susceptibility x (T)5x(T)2x shows r 0 paramagnetic behavior below 50 K. The temperature dependence of the reciprocal of x is shown in the inset of r 21 Fig.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The x 2x is 0 c attributed to the contribution of x and x . On the other hand, the residual susceptibility x (T)5x(T)2x shows r 0 paramagnetic behavior below 50 K. The temperature dependence of the reciprocal of x is shown in the inset of r 21 Fig.",Paper_4
"The x (T) shows a linear temperature depen- r dence at temperatures below 50 K, and the data can be ﬁtted by the Curie–Weiss law.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh On the other hand, the residual susceptibility x (T)5x(T)2x shows r 0 paramagnetic behavior below 50 K. The temperature dependence of the reciprocal of x is shown in the inset of r 21 Fig. The x (T) shows a linear temperature depen- r dence at temperatures below 50 K, and the data can be ﬁtted by the Curie–Weiss law.",Paper_4
Q521.23 25 K and C 57.17310 emu/mol were obtained by the mol ﬁtting.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The x (T) shows a linear temperature depen- r dence at temperatures below 50 K, and the data can be ﬁtted by the Curie–Weiss law. Q521.23 25 K and C 57.17310 emu/mol were obtained by the mol ﬁtting.",Paper_4
The effective paramagnetic moment P deduced eff 22 from C is 2.95310 m /f.u.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Q521.23 25 K and C 57.17310 emu/mol were obtained by the mol ﬁtting. The effective paramagnetic moment P deduced eff 22 from C is 2.95310 m /f.u.",Paper_4
Temperature dependence of the molar magnetic susceptibility measured for the specimens of (a) HfPtSi and (b) HfPdSi at 10 kOe.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The effective paramagnetic moment P deduced eff 22 from C is 2.95310 m /f.u. Temperature dependence of the molar magnetic susceptibility measured for the specimens of (a) HfPtSi and (b) HfPdSi at 10 kOe.",Paper_4
The insets of the ﬁgures show temperature dependence of the reciprocal 21 21 3.2.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Temperature dependence of the molar magnetic susceptibility measured for the specimens of (a) HfPtSi and (b) HfPdSi at 10 kOe. The insets of the ﬁgures show temperature dependence of the reciprocal 21 21 3.2.",Paper_4
Superconductivity of HfRh Pd Si susceptibility x (T) 5(x(T)2x ) .,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The insets of the ﬁgures show temperature dependence of the reciprocal 21 21 3.2. Superconductivity of HfRh Pd Si susceptibility x (T) 5(x(T)2x ) .",Paper_4
12x x r 0 3.2.1.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Superconductivity of HfRh Pd Si susceptibility x (T) 5(x(T)2x ) . 12x x r 0 3.2.1.",Paper_4
Crystallographic properties satisﬁed to explain the negative value of x 2x .,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 12x x r 0 3.2.1. Crystallographic properties satisﬁed to explain the negative value of x 2x .",Paper_4
"There- Specimens with the chemical compositions of 0 c fore, a small effective electron mass seems to be a possible HfRh Pd Si (0%x%1) were prepared, and their super- 12x x reason for the diamagnetism of HfPtSi.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Crystallographic properties satisﬁed to explain the negative value of x 2x . There- Specimens with the chemical compositions of 0 c fore, a small effective electron mass seems to be a possible HfRh Pd Si (0%x%1) were prepared, and their super- 12x x reason for the diamagnetism of HfPtSi.",Paper_4
X-ray powder small effective mass occurs when the Fermi surface lies in diffraction data could be reﬁned when an orthorhombic a region at the boundary of a Brillouin zone [13].,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh There- Specimens with the chemical compositions of 0 c fore, a small effective electron mass seems to be a possible HfRh Pd Si (0%x%1) were prepared, and their super- 12x x reason for the diamagnetism of HfPtSi. X-ray powder small effective mass occurs when the Fermi surface lies in diffraction data could be reﬁned when an orthorhombic a region at the boundary of a Brillouin zone [13].",Paper_4
5 shape and relative conﬁguration of the Brillouin zone and shows the Pd content dependence of the orthorhombic the Fermi surface may be a reason for the small effective lattice constants of HfRh Pd Si.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh X-ray powder small effective mass occurs when the Fermi surface lies in diffraction data could be reﬁned when an orthorhombic a region at the boundary of a Brillouin zone [13]. 5 shape and relative conﬁguration of the Brillouin zone and shows the Pd content dependence of the orthorhombic the Fermi surface may be a reason for the small effective lattice constants of HfRh Pd Si.",Paper_4
Since HfPdSi has the 12x x mass of HfPtSi.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 5 shape and relative conﬁguration of the Brillouin zone and shows the Pd content dependence of the orthorhombic the Fermi surface may be a reason for the small effective lattice constants of HfRh Pd Si. Since HfPdSi has the 12x x mass of HfPtSi.",Paper_4
"same crystal structure as that of HfRhSi, the system When x is subtracted from x(T), the residual suscep- HfRh Pd Si appears to form a solid solution, and the 0 12x x tibility x (T)5x(T)2x shows paramagnetic behavior.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Since HfPdSi has the 12x x mass of HfPtSi. same crystal structure as that of HfRhSi, the system When x is subtracted from x(T), the residual suscep- HfRh Pd Si appears to form a solid solution, and the 0 12x x tibility x (T)5x(T)2x shows paramagnetic behavior.",Paper_4
lattice constants show a monotonous change with increas- r 0 The temperature dependence of the reciprocal suscep- ing Pd content.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh same crystal structure as that of HfRhSi, the system When x is subtracted from x(T), the residual suscep- HfRh Pd Si appears to form a solid solution, and the 0 12x x tibility x (T)5x(T)2x shows paramagnetic behavior. lattice constants show a monotonous change with increas- r 0 The temperature dependence of the reciprocal suscep- ing Pd content.",Paper_4
"The lattice constants a and c increase, 21 tibility x is shown in the inset of Fig.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh lattice constants show a monotonous change with increas- r 0 The temperature dependence of the reciprocal suscep- ing Pd content. The lattice constants a and c increase, 21 tibility x is shown in the inset of Fig.",Paper_4
"Since the increase in c is r 21 susceptibility x (T) shows a linear temperature depen- larger than those of a and b, Pd substitution is thought to r dence, and the data can be ﬁtted by the Curie–Weiss law increase lattice spacing along the c-axis, and then increases 3 that is given by 1/x 5(T2Q)/C .","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The lattice constants a and c increase, 21 tibility x is shown in the inset of Fig. Since the increase in c is r 21 susceptibility x (T) shows a linear temperature depen- larger than those of a and b, Pd substitution is thought to r dence, and the data can be ﬁtted by the Curie–Weiss law increase lattice spacing along the c-axis, and then increases 3 that is given by 1/x 5(T2Q)/C .",Paper_4
Q521.82 K and the cell volume from 0.1868 to 0.1925 nm as the Pd mol mol 24 C 52.88310 emu/mol were obtained by the ﬁtting.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Since the increase in c is r 21 susceptibility x (T) shows a linear temperature depen- larger than those of a and b, Pd substitution is thought to r dence, and the data can be ﬁtted by the Curie–Weiss law increase lattice spacing along the c-axis, and then increases 3 that is given by 1/x 5(T2Q)/C . Q521.82 K and the cell volume from 0.1868 to 0.1925 nm as the Pd mol mol 24 C 52.88310 emu/mol were obtained by the ﬁtting.",Paper_4
"The effective magnetic moment P , eff which is thought to be due to the paramagnetic impurity, is 3.2.2.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Q521.82 K and the cell volume from 0.1868 to 0.1925 nm as the Pd mol mol 24 C 52.88310 emu/mol were obtained by the ﬁtting. The effective magnetic moment P , eff which is thought to be due to the paramagnetic impurity, is 3.2.2.",Paper_4
Superconducting properties of HfRh Pd Si 12x x 22 deduced as 4.8310 m /formula unit from the Curie It has been reported that HfRhSi shows superconductivi- B constant C .,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The effective magnetic moment P , eff which is thought to be due to the paramagnetic impurity, is 3.2.2. Superconducting properties of HfRh Pd Si 12x x 22 deduced as 4.8310 m /formula unit from the Curie It has been reported that HfRhSi shows superconductivi- B constant C .",Paper_4
Although a negative value was obtained for ty at 2.3 K [7].,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Superconducting properties of HfRh Pd Si 12x x 22 deduced as 4.8310 m /formula unit from the Curie It has been reported that HfRhSi shows superconductivi- B constant C . Although a negative value was obtained for ty at 2.3 K [7].",Paper_4
/ Journal of Alloys and Compounds 298 (2000) 51–58 55 Fig.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Although a negative value was obtained for ty at 2.3 K [7]. / Journal of Alloys and Compounds 298 (2000) 51–58 55 Fig.",Paper_4
Magnetic ﬁeld dependence of the magnetization for a specimen of HfRhSi at 1.7 K. The inset of the ﬁgure shows the magnetic ﬁeld dependence of the magnetization at lower magnetic ﬁelds.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh / Journal of Alloys and Compounds 298 (2000) 51–58 55 Fig. Magnetic ﬁeld dependence of the magnetization for a specimen of HfRhSi at 1.7 K. The inset of the ﬁgure shows the magnetic ﬁeld dependence of the magnetization at lower magnetic ﬁelds.",Paper_4
12x x temperature in a given ﬁeld was deﬁned as onset of the superconducting transition.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Magnetic ﬁeld dependence of the magnetization for a specimen of HfRhSi at 1.7 K. The inset of the ﬁgure shows the magnetic ﬁeld dependence of the magnetization at lower magnetic ﬁelds. 12x x temperature in a given ﬁeld was deﬁned as onset of the superconducting transition.",Paper_4
