paper,material,property_name,property_value,property_unit,definition
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,Tc (of this sample) recommended,26.3,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,"alpha in Tc = A * M^(-alpha), isotope effect",0.5,,"The exponent $\alpha$ relating the critical temperature ($T_c$) of a superconductor to the isotopic mass ($M$) as $T_c \propto M^{-\alpha}$, defining the magnitude of the isotope effect."
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,isotope element,O,,The element in a superconductor that is isotopically varied to measure the critical temperature change due to the isotope effect.
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,exchange ratio of isotope(%),86,,"The isotope shift coefficient ($\alpha$) quantifying the dependence of the superconducting transition temperature ($T_c$) on the atomic mass ($M$) of the constituent elements, where $T_c \propto M^{-\alpha}$."
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,DTC = Tc - Tc0 for isotope element,1.5,,The change in superconducting critical temperature due to the presence of an isotope element.
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,volume fraction of Meissner effect(%),15.5,,"volume fraction of Meissner effect, unit=%"
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,raw materials,"La2O3,SrCO3,CuO",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,*preparation method,1,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,Tc from susceptibility measurement,24.5,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,Tc (of this sample) recommended,24.5,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,"alpha in Tc = A * M^(-alpha), isotope effect",0.54,,"The exponent $\alpha$ relating the critical temperature ($T_c$) of a superconductor to the isotopic mass ($M$) as $T_c \propto M^{-\alpha}$, defining the magnitude of the isotope effect."
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,isotope element,O,,The element in a superconductor that is isotopically varied to measure the critical temperature change due to the isotope effect.
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,exchange ratio of isotope(%),90,,"The isotope shift coefficient ($\alpha$) quantifying the dependence of the superconducting transition temperature ($T_c$) on the atomic mass ($M$) of the constituent elements, where $T_c \propto M^{-\alpha}$."
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,DTC = Tc - Tc0 for isotope element,1.6,,The change in superconducting critical temperature due to the presence of an isotope element.
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,volume fraction of Meissner effect(%),14,,"volume fraction of Meissner effect, unit=%"
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,raw materials,"La2O3,SrCO3,CuO",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_5.pdf,La1.89Sr0.11Cu1O4,*preparation method,1,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,common formula of materials,"(Sr,Ca)14Cu24O41",,common formula of materials
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,common name of structure,LAD,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,lattice constant a,11.26,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,lattice constant b,12.426,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,lattice constant c,27.38,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,*method of analysis for structure,3,,*method of analysis for structure (1.X-ray crystallography 2.Neutron　crystallography 3.Powder x-ray diffraction 4.Powder neutron diffraction　5.Electron diffraction）
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,pressure dependence of LATA,0.08,%/GPa,The change in the lattice constant 'a' (a crystallographic dimension) of a material in response to applied external pressure.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,pressure dependence of LATB,0.73,%/GPa,The rate at which the lattice constant 'b' of a crystal structure changes in response to applied external pressure.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,pressure dependence of LATC,0.22,%/GPa,The change in the lattice constant 'c' (one of the unit cell dimensions) of a crystal structure in response to applied pressure.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,transition temperature (R = 100%),10,,"The critical temperature ($T_c$) of a superconductor, measured at the onset of superconductivity (where electrical resistivity R = 100%)."
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,lowest temperature for measurement (not superconducting),0,K,The minimum measured temperature for samples that do not exhibit superconductivity.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,Tc (of this sample) recommended,10,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,resistivity at 77 K for poly crystal,0.033,ohm.cm,resistivity at 77K for poly crystal
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,resistivity at normal-T for poly crystal,0.033,ohm.cm,resistivity at normal-T for poly crystal
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,resistivity at RT for poly crystal,0.026,ohm.cm,resistivity at RT for poly crystal
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,raw materials,"SrCO3, CaCO3, CuO",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_6.pdf,Sr0.4Ca13.6Cu24O41+z,*preparation method,1,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,common formula of materials,TmBa2Cu3Oz,,common formula of materials
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,Neel temperature,35,,Neel temperature
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,Neel temperature,60,,Neel temperature
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,common name of structure,Y123,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at 77 K for single crystal for J//ab-plane,0.6,mohmcm,"The electrical resistivity of a single crystal measured at 77 Kelvin, with the current density (J) applied parallel to the crystal's ab-plane."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at 77 K for single crystal for J//ab-plane,0.4,mohmcm,"The electrical resistivity of a single crystal measured at 77 Kelvin, with the current density (J) applied parallel to the crystal's ab-plane."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at 77 K for single crystal for J//c-axis,1700,mohmcm,"Electrical resistivity of a single crystal at 77 K (liquid nitrogen temperature), measured with the current density (J) parallel to the crystallographic c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at 77 K for single crystal for J//c-axis,1280,mohmcm,"Electrical resistivity of a single crystal at 77 K (liquid nitrogen temperature), measured with the current density (J) parallel to the crystallographic c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at RT for single crystal for J//ab-plane,2,mohmcm,"The electrical resistivity of a single-crystal material at room temperature (RT), measured with the current density (J) parallel to the crystal's ab-plane."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at RT for single crystal for J//ab-plane,1.6,mohmcm,"The electrical resistivity of a single-crystal material at room temperature (RT), measured with the current density (J) parallel to the crystal's ab-plane."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at RT for single crystal for J//c-axis,1350,mohmcm,Electrical resistivity measured in a single crystal at room temperature (RT) with the current density (J) directed parallel to the crystallographic c-axis.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,resistivity at RT for single crystal for J//c-axis,650,mohmcm,Electrical resistivity measured in a single crystal at room temperature (RT) with the current density (J) directed parallel to the crystallographic c-axis.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.37,*preparation method,5,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,common formula of materials,TmBa2Cu3Oz,,common formula of materials
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,common name of structure,Y123,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,transition temperature (R = 100%),19,,"The critical temperature ($T_c$) of a superconductor, measured at the onset of superconductivity (where electrical resistivity R = 100%)."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,Tc (of this sample) recommended,19,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,resistivity at 77 K for single crystal for J//c-axis,1350,mohmcm,"Electrical resistivity of a single crystal at 77 K (liquid nitrogen temperature), measured with the current density (J) parallel to the crystallographic c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,resistivity at normal-T for single crystal for J//c-axis,1120,mohmcm,"Electrical resistivity of a single crystal above its critical temperature, measured with current density parallel to the c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,resistivity at RT for single crystal for J//c-axis,830,mohmcm,Electrical resistivity measured in a single crystal at room temperature (RT) with the current density (J) directed parallel to the crystallographic c-axis.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.41,*preparation method,5,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,common formula of materials,TmBa2Cu3Oz,,common formula of materials
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,common name of structure,Y123,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,transition temperature (R = 100%),28,,"The critical temperature ($T_c$) of a superconductor, measured at the onset of superconductivity (where electrical resistivity R = 100%)."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,Tc (of this sample) recommended,28,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,resistivity at 77 K for single crystal for J//c-axis,1030,mohmcm,"Electrical resistivity of a single crystal at 77 K (liquid nitrogen temperature), measured with the current density (J) parallel to the crystallographic c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,resistivity at normal-T for single crystal for J//c-axis,100,mohmcm,"Electrical resistivity of a single crystal above its critical temperature, measured with current density parallel to the c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,resistivity at RT for single crystal for J//c-axis,420,mohmcm,Electrical resistivity measured in a single crystal at room temperature (RT) with the current density (J) directed parallel to the crystallographic c-axis.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.44,*preparation method,5,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,common formula of materials,TmBa2Cu3Oz,,common formula of materials
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,common name of structure,Y123,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,transition temperature (R = 100%),50,,"The critical temperature ($T_c$) of a superconductor, measured at the onset of superconductivity (where electrical resistivity R = 100%)."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,Tc (of this sample) recommended,50,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,resistivity at 77 K for single crystal for J//c-axis,700,mohmcm,"Electrical resistivity of a single crystal at 77 K (liquid nitrogen temperature), measured with the current density (J) parallel to the crystallographic c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,resistivity at normal-T for single crystal for J//c-axis,750,mohmcm,"Electrical resistivity of a single crystal above its critical temperature, measured with current density parallel to the c-axis."
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,resistivity at RT for single crystal for J//c-axis,250,mohmcm,Electrical resistivity measured in a single crystal at room temperature (RT) with the current density (J) directed parallel to the crystallographic c-axis.
Paper_DB/Paper_7.pdf,Tm1Ba2Cu3O6.49,*preparation method,5,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_8.pdf,Re24Ti5,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_8.pdf,Re24Ti5,space group,I$[-]3m,,space group
Paper_DB/Paper_8.pdf,Re24Ti5,international table number,217,,"The number assigned to a space group, found in the International Tables for Crystallography, which defines the symmetry of a crystal structure."
Paper_DB/Paper_8.pdf,Re24Ti5,lattice constant a,9.6076,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_8.pdf,Re24Ti5,Tc from susceptibility measurement,5.8,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_8.pdf,Re24Ti5,Tc (of this sample) recommended,5.8,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_8.pdf,Re24Ti5,volume fraction of Meissner effect(%),100,,"volume fraction of Meissner effect, unit=%"
Paper_DB/Paper_8.pdf,Re24Ti5,method of Hc2 derivation,"SP(mid), WHH",T,method of Hc2 derivation
Paper_DB/Paper_8.pdf,Re24Ti5,Hc2 at 0 K for poly crystal,10.75,T,Hc2 at 0 K for poly crystal
Paper_DB/Paper_8.pdf,Re24Ti5,"energy gap at 0 K , delta(0)",10.6,k<B>T,"The minimum energy, denoted as $\Delta(0)$, required to break an electronic pair into two individual quasi-particles in a superconductor at absolute zero (0K)."
Paper_DB/Paper_8.pdf,Re24Ti5,"normarized energy gap at 0 K , 2delta(0)/kTc",3.68,k<B>T,"normarized energy gap at 0 K , 2delta(0)/kTc"
Paper_DB/Paper_8.pdf,Re24Ti5,method of measuring energy gap,14,k<B>T,"Experimental techniques used to determine the gap energy in superconductors, including tunneling, infrared spectroscopy, thermal conductivity, Raman spectroscopy, AC susceptibility, nuclear magnetic resonance, surface impedance, neutron diffraction, ultraviolet photoemission spectroscopy, and microwave transmission."
Paper_DB/Paper_8.pdf,Re24Ti5,specific heat jump at Tc (delta-C),1.51,gamma*Tc,specific heat jump at Tc (delta-C)
Paper_DB/Paper_8.pdf,Re24Ti5,coefficient of electronic specific heat,111.8,mJ/mol.K2,coefficient of electronic specific heat
Paper_DB/Paper_8.pdf,Re24Ti5,Debye temperature,428,,Debye temperature
Paper_DB/Paper_8.pdf,Re24Ti5,method for derivation of Debye temperature,SP,,method for derivation of Debye temperature
Paper_DB/Paper_8.pdf,Re24Ti5,thermal conductivity at 300 K,7.29,W/m.K,"The material's ability to conduct heat, measured at a temperature of 300 Kelvin."
Paper_DB/Paper_8.pdf,Re24Ti5,thermopower at 300 K,10.1,uV/K,thermopower at 300K
Paper_DB/Paper_8.pdf,Re24Ti5,resistivity at normal-T for poly crystal,214.8,uOhm.cm,resistivity at normal-T for poly crystal
Paper_DB/Paper_8.pdf,Re24Ti5,resistivity at RT for poly crystal,279.2,uOhm.cm,resistivity at RT for poly crystal
Paper_DB/Paper_8.pdf,Re24Ti5,raw materials,"Re(4N7),Ti(3N5)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,common formula of materials,Bi2Sr2CaCu2O8+y,,common formula of materials
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,shape,5,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,common name of structure,Bi2212,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,Tc from susceptibility measurement,90.4,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,Tc (of this sample) recommended,90.4,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,Hc2 at 0 K for poly crystal,158,T,Hc2 at 0 K for poly crystal
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,method of dHc2/dT derivation,direct observation.,T/K,"method of dHc2/dT derivation (1.magnetization, 2.ac susceptibility, 3.resistivity, 4.heat capacity, 5.tunneling, 6.infrared spectroscopy, 7.thermal conductivity, 8.Raman spectroscopy , 9.nuclear magnetic resonance, 10.surface impedance, 11.neutron diffraction, 12.photoemission spectroscopy, 13.microwave transmission, 14.Others)"
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,#NAME?,2.5,T/K,"The negative derivative of the upper critical magnetic field ($H_{c2}$) with respect to temperature ($T$) evaluated at the superconducting transition temperature ($T_c$), representing how rapidly $H_{c2}$ decreases with increasing temperature near $T_c$ in a polycrystalline sample."
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,coherence length at 0 K for single crystal for H //ab-plane,14.2,A,coherence length at 0 K for single crystal for H //ab plane
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,penetration depth at 0 K for single crystal for H //ab-plane,2630,A,penetration depth at 0 K for single crystal for H //ab plane
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,"Jc at T = 77 K, H = 0 T",100000,,"Jc at T=77K,H=0T"
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,magnetic field for Hall effect,1,,magnetic field for Hall effect
Paper_DB/Paper_9.pdf,Bi2Sr2Ca1Cu2O8+x,target material,Bi2212 composition,,The source material used for the synthesis of a superconducting material.
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,Tc from susceptibility measurement,93,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,Tc (of this sample) recommended,93,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,Hc2 at 0 K for poly crystal,150,T,Hc2 at 0 K for poly crystal
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,method of dHc2/dT derivation,direct observation.,T/K,"method of dHc2/dT derivation (1.magnetization, 2.ac susceptibility, 3.resistivity, 4.heat capacity, 5.tunneling, 6.infrared spectroscopy, 7.thermal conductivity, 8.Raman spectroscopy , 9.nuclear magnetic resonance, 10.surface impedance, 11.neutron diffraction, 12.photoemission spectroscopy, 13.microwave transmission, 14.Others)"
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,#NAME?,2.4,T/K,"The negative derivative of the upper critical magnetic field ($H_{c2}$) with respect to temperature ($T$) evaluated at the superconducting transition temperature ($T_c$), representing how rapidly $H_{c2}$ decreases with increasing temperature near $T_c$ in a polycrystalline sample."
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,coherence length at 0 K for single crystal for H //ab-plane,14.5,A,coherence length at 0 K for single crystal for H //ab plane
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,penetration depth at 0 K for single crystal for H //ab-plane,1170,A,penetration depth at 0 K for single crystal for H //ab plane
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,"Jc at T = 77 K, H = 0 T",500000,,"Jc at T=77K,H=0T"
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,magnetic field for Hall effect,1,,magnetic field for Hall effect
Paper_DB/Paper_9.pdf,Y1Ba2Cu3O7-d,target material,stoichiometric YBCO,,The source material used for the synthesis of a superconducting material.
